"","Date / Time","City","State","Shape","Summary","Posted","Duration"
"11371","12/3/06 06:15","Los Angeles/Long Beach","CA","Fireball","1 RED FIREBALL OBJECT GOING SOUTH ALONG THE COAST OF LONG BEACH AT A FAST SPEED, AT 06:15 AM. THEN I SAW TWO FIGTHER JETS 15 MIN LATER,","12/7/06",NA
"11372","12/3/06 05:00","Havre de Grace","MD","Fireball","((HOAX??))  CRESENT SHAPED FIRE OBJECT SEEN IN WOODS.","12/7/06",3.5
"11373","12/1/06 17:16","Coppell","TX","Fireball","It looked on fire and left a wide long plume of smoke that ended in my sight. ((NUFORC Note:  Student report.  PD))","12/7/06",1
"11374","12/1/06","Krasnoyarsk (200km from) (Russia)","","Fireball","NEWS REPORT:  Belgian papers ""the Standaart"" and ""de morgen"" published this morning mysterious object crased in taiga.","12/7/06",NA
"11375","11/30/06 12:17","Ajo (and Southern Arizona)","AZ","Fireball","Flying lights over Ajo and Southern, Arizona.","12/14/06",2
"11376","11/29/06 18:00","UK/England (unspecified location)","","Fireball","a glowing ball of light fading and coming back, stationary and moving,passing behind trees and past the local tv mast","12/7/06",15
"11377","11/29/06 16:00","Columbus","GA","Fireball","On the afternoon of 28 November, 2006, according to the Fire and Police Chief of Columbus, Georgia, ""several credible witnesses"" stated","12/7/06",NA
"11378","11/29/06 16:00","Columbus","GA","Fireball","MUFON/GEORGIA FOLLOW-UP INVESTIGATION REPORT:  Inquiry into alleged crash of unknown aircraft.","3/4/08",NA
"11379","11/28/06 19:00","Nahunta","GA","Fireball","Fireball thought to be a plane, but now heard thath its not. ????","12/7/06",30
"11380","11/28/06 19:00","Dalton","GA","Fireball","Seen a fireball with a tail that changed colors.","12/7/06",10
"11381","11/28/06 18:40","Boone","NC","Fireball","Glowing Green light in Boone NC","12/7/06",120
"11382","11/28/06 18:35","Rome","GA","Fireball","Glowing green object in the southen skies, November 28 ,2006","12/7/06",5
"11383","11/28/06 18:30","Knoxville","TN","Fireball","Large blue fireball reported in Knoxville, TN over Tuesday night, Nov. 28th sky.","12/7/06",NA
"11384","11/28/06 18:25","Oliver Springs","TN","Fireball","Streak of light across the sky on Tuesday, November 28 at 18:25 (EST)","12/7/06",5
"11385","11/28/06 17:30","Birmingham","AL","Fireball","A large green glowing round object was seen flying above  the Birmingham, Alabama  area  at 5:30 pm on November  28, 2006.","12/7/06",30
"11386","11/28/06 17:30","Bremen","AL","Fireball","Glowing green ball of light falling from the sky over Northern Alabama","12/7/06",NA
"11387","11/28/06 17:25","Pinson","AL","Fireball","white then turned green fire ball falling from sky","12/7/06",2
"11388","11/27/06 22:06","Huntsville","AL","Fireball","Blue-green, round, hazy light moving rapidly from north to south","12/7/06",2
"11389","11/25/06 18:15","Crossville","TN","Fireball","Object orange with multiple lights appearing to not be moving and/or moving toward or away from us","12/7/06",2
"11390","11/24/06 19:30","Jordan","MN","Fireball","I was out side at about 7:30 at night with my telescope, when I happened to look up at the sky and saw what I at first thought was a sh","12/7/06",4
"11391","11/24/06 13:30","Townsend","MA","Fireball","Large fireball heading towards sun 5 fighters in percuit","12/7/06",10
"11392","11/24/06 10:00","Mills River","NC","Fireball","Large, glowing, yellow sphere in Blue Ridge Mountains.","4/27/07",345
"11393","11/24/06 07:30","Jordan","MN","Fireball","I was out side at about 7:30 at night with my telescope, when I happened to look up at the sky and saw what I at first thought was a sh","12/7/06",4
"11394","11/21/06 18:30","Lawrenceville","GA","Fireball","I saw a multicolored fireball moving left to right in the sky at cloud level.","12/7/06",10
"11395","11/21/06 01:00","Union City","NJ","Fireball","A bright light falls from the sky over New Jersey.","12/7/06",10
"11396","11/19/06 17:36","Riverside","CA","Fireball","Green fireball, very slowly descending","12/7/06",3
"11397","11/18/06 12:00","Los Angeles","CA","Fireball","Two of my friends and myself, were walking in westwood village, it was still daylight outside, we were walking on Broxton street, and w","12/7/06",1
"11398","11/15/06 01:00","Birmingham","AL","Fireball","bright white-greenish object appears, hovers in place, quickly travels zig zag pattern and vanishes","11/28/07",115
"11399","11/12/06 21:00","Long Beach","CA","Fireball","Bright Green Shooting Star?  (NUFORC Note:  Possible meteor?  PD))","12/7/06",3
"11400","11/12/06 01:00","Long Beach","CA","Fireball","Orange fireball drips small ball","12/7/06",1
"11401","11/10/06 12:45","Toms RIver","NJ","Fireball","driving home in the corner of our eye we both seen a bright flourescent green looking ball of light falling from the sky like a shootin","12/7/06",3
"11402","11/8/06 20:00","New Braunfels","TX","Fireball","2 green fireballs following one another traveling northeast to southwest at high rate of speed with no contrail or sound","6/12/08",10
"11403","11/8/06 20:00","Rosanky","TX","Fireball","Green fireball, making whistling noise, and chase aircraft appearing later.","12/7/06",NA
"11404","11/7/06 01:15","Martinez","CA","Fireball","An orange glowing (""fireball' appereance) with falling burning embers followed by 2 jets.","12/7/06",4
"11405","11/3/06 17:15","Bentonville","VA","Fireball","Three orange-colored trails falling out of the sky.","12/7/06",NA
"11406","10/31/06 19:10","Tualatin","OR","Fireball","Fireball sighting on Halloween night","12/7/06",30
"11407","10/31/06 11:00","Eureka","MT","Fireball","falling fireball super slow 100 feet from ground","12/7/06",5
"11408","10/29/06 22:30","Wichita Falls","TX","Fireball","The ufo looked like a falling star at first,but was moving slower,then it changed direction towards the sky,then dissapered from sight.","10/30/06",NA
"11409","10/26/06 19:45","Northampton (UK/England)","","Fireball","bright white object travelling accross the sky and in a flash it was gone","10/30/06",40
"11410","10/25/06 21:00","Orlando","FL","Fireball","Fire ball that came towards us, dimmed, then shot in opposite direction before dissapearing.","10/30/06",5
"11411","10/25/06 20:54","St. Augustine","FL","Fireball","Sparking fireball in sky heading north to south","10/30/06",2
"11412","10/25/06 00:00","Bradenton","FL","Fireball","object moved slowly parrelel with sky. then faded and reappeard going in another direction,and vanished.","10/30/06",3
"11413","10/22/06 22:01","Montgomery","TX","Fireball","bright white light","10/30/06",3
"11414","10/17/06 22:10","Choctaw Beach","FL","Fireball","A series of 15-18 orange fireballs.","10/30/06",10
"11415","10/15/06 00:15","Moab","UT","Fireball","Object entering the atmosphere, 3 red, green and blue lights spinning and slowing down as if landing.","12/7/06",1
"11416","10/14/06 20:15","San Diego","CA","Fireball","I was facing south at approx. 8:15 PM sitting at a stop sign in my car, it was dark.I saw a streak of light and a contrail moving f","10/30/06",30
"11417","10/14/06 02:24","Fairfield","CT","Fireball","October 14.2006  2:24    Large bluegreen fireball fell acrosss the sky  in Fairfield Connecticut","10/30/06",4
"11418","10/14/06 02:00","Waterbury","CT","Fireball","2nd Witness: Large bluegreen fireball fell acrosss the sky in Fairfield Connecticut","2/1/07",5
"11419","10/14/06 01:25","Jaffrey","NH","Fireball","Brilliant white and blue fireball over Jaffrey , NH at 1:25am","10/30/06",10
"11420","10/13/06 00:02","Berlin (Germany)","","Fireball","7 shooting lights, followed by a formation, followed by a fireball.They appeared to be white in colour and exhude an extrodinary a","10/30/06",2
"11421","10/11/06 19:00","Monterey Park","CA","Fireball","huge ball of fire hanging in the sky","12/7/06",12
"11422","10/10/06 19:00","Unsure","AR","Fireball","Extreme sound with trails and orange red blue hues to it.  The trails were bright bright white.","12/7/06",NA
"11423","10/9/06 22:30","Arbuckle","CA","Fireball","I was traveling North bound on I-5, with a terrific view of the horizon, flat land. I-5 runs North/South through california. When all o","10/30/06",5
"11424","10/7/06 19:10","Derbyshire (UK/England)","","Fireball","3 fireballs, 2 traveling in close formation, 1 some distance away, maybe 500 m. They suddenly veered away and out of sight.","10/30/06",5
"11425","10/4/06 20:00","Water Valley","MS","Fireball","Fireball observed in N. Mississippi","10/30/06",6
"11426","10/4/06 10:50","New Richmond","WI","Fireball","I saw a strange site tonight so I went to my computer to google to see if there was a ""star shower"" or something going on tonight.  I c","10/30/06",125
"11427","10/3/06 22:00","Glasgow (UK/Scotland)","","Fireball","Unusual Meteorite over Scottish Campsies?","10/30/06",NA
"11428","10/3/06 22:00","Lakewood","CA","Fireball","Dripping ball of light","10/30/06",4
"11429","10/2/06 02:00","McKinney","TX","Fireball","While driving along intersate 380 toward the west in McKinney, Texas, on my left out of my peripheral vision, I could see what appeared","10/30/06",NA
"11430","10/1/06 23:20","Cripple Creek","CO","Fireball","Fireball object in Western Sky","10/30/06",15
"11431","10/1/06 23:15","Hartsel","CO","Fireball","Several glowing objects gracefully and silently following each other moving south to north in eastern sky 500 to 1000ft  high","10/30/06",1
"11432","10/1/06 22:18","Winslow","AZ","Fireball","dividing fireball multi-colored","10/30/06",15
"11433","10/1/06 22:00","Santa Fe","NM","Fireball","Several bright lights headed slowly towards horizon","10/30/06",20
"11434","10/1/06 20:19","Orchards","WA","Fireball","Sun 10/01/2006 8:19 pm PST Metiorite descending slowly and decellerating. Left a trail of green and yellow sparks. At N80°E from Orchar","10/30/06",1
"11435","10/1/06 20:18","Fall City","WA","Fireball","yellow/orange fireball leaving debris trail","10/30/06",2
"11436","10/1/06 19:45","Las Vegas","NV","Fireball","Three Fireballs in the Las Vegas sky flying in formation then becoming one fireball. ((NUFORC Note:  Possible advertising lights?  PD))","12/12/11",10
"11437","9/29/06 19:40","Seattle","WA","Fireball","Fireball over Puget Sound","10/30/06",NA
"11438","9/25/06 22:00","Hartford","NY","Fireball","Orangish ball of light traveling quietly near my home, like a wave & bouncy for around 5 minutes. Hartford NY","10/30/06",5
"11439","9/21/06 21:00","Beamsville (Canada)","ON","Fireball","Bright Light ""fireball"" over head in West Sky September 21st  Southern Ontario Canada sighting lasted aprox 1/2 hour","10/30/06",20
"11440","9/16/06 22:30","Nottingham (UK/England)","","Fireball","a fire ball no sudden movements moving vertical slowly","10/30/06",25
"11441","9/16/06 09:00","Napa","CA","Fireball","Fireball across the  napa sky around 9pm, looked like an airliner on fire but afdter checking nothing reported","10/30/06",5
"11442","9/15/06 01:00","Youngstown","OH","Fireball","More investigation needs to be done in the Youngstown area and people are wondering why they are here.","10/30/06",NA
"11443","9/11/06 23:00","New York City","NY","Fireball","Like a shooting star but slowed down, hovered an instant, changed directions, another quick hover, changed directions again then sped o","8/7/07",3
"11444","9/11/06 22:55","Newtown Square","PA","Fireball","I am employed as a security guard at a corporate campus in Newtown Square PA, 30 miles west of Philadelphia.  I arrived at work tonight","10/30/06",6
"11445","9/11/06 22:00","Nodaway County (SW IA/NW MO)","MO","Fireball","Green fireball in connection with Possible Abduction or Visitation.","7/22/13",10
"11446","9/11/06 20:00","Voorhees","NJ","Fireball","STRANGE lights over voorhees.","10/30/06",30
"11447","9/11/06 00:30","Lake Elsinore","CA","Fireball","Bright, maybe burning, object traveling extremely fast explodes over Lake Elsinore","10/30/06",1
"11448","9/10/06 23:57","Livermore","CA","Fireball","I saw a very large flourescent green fireball explode in the sky over the area of the Lawrence Livermore Lab.  It exploded three times","10/30/06",NA
"11449","9/9/06 22:00","Farmington","MN","Fireball","Blue and Purple Fireball with noise sighted.  ((NUFORC Note:  Probable hoax from student, we believe.  PD))","10/30/06",3
"11450","9/7/06 20:45","Rio Rico","AZ","Fireball","5 flashing bright orange fireballs appear over Rio Rico Az, 7 minutes later 8 sporadic flashing light appear over Amado Az.","10/30/06",20
"11451","9/6/06 16:00","West Dundee","IL","Fireball","A extremely large and brillant green ,and from my point of view curving with the earth moving so fast it could be missed with a blink o","2/24/07",3
"11452","9/5/06 21:00","Gila Bend","AZ","Fireball","Amber lights in southern night sky near Gila Bend, AZ.  ((NUFORC Note:  Possible military flares at Gila Bend firing range??  PD))","10/30/06",10
"11453","9/3/06 01:30","North Hollywood/Burbank","CA","Fireball","Large green ball of light dropping from sky over North Hollywood/Burbank California.","10/30/06",1
"11454","9/2/06 23:00","San Antonio","TX","Fireball","green fireball over san antonio, texas","10/30/06",2
"11455","9/1/06 23:35","Louisa","KY","Fireball","I saw a bright large white light with sparks coming from it with a trail of smoke falling at an angle then disappered befor hitting the","10/30/06",2
"11456","9/1/06 22:00","Winnie","TX","Fireball","glowing ball over tx completely oblivious to people as they were to it...pic to prove","2/1/07",NA
"11457","8/26/06 22:30","Los Angeles (Glassel Park)","CA","Fireball","2 Fireballs of light - large and close followed by 2 red lights further in the distance","10/30/06",8
"11458","8/26/06 22:04","Essex (UK/England)","","Fireball","2 objects of orange colour,moving with no noise","10/30/06",4
"11459","8/18/06 22:30","Thunder Bay (Canada)","ON","Fireball","large trailing fireball with rock","10/30/06",35
"11460","8/17/06 23:00","Coloma","CA","Fireball","Every night they are up an over Sacramento and the Sierras","10/30/06",NA
"11461","8/16/06 10:30","Austin","TX","Fireball","This object hovered, moved up/down/left/right changed into four different colors, and we heard a faint noise","10/30/06",NA
"11462","8/15/06 22:00","Wrightsville Beach","NC","Fireball","trange lights off of Topsail Beach","10/30/06",2
"11463","8/15/06 20:30","Lakewood","CO","Fireball","A semi-bright glowing craft zooming quickly from east to west","10/30/06",5
"11464","8/14/06 22:15","Wenatchee","WA","Fireball","saw huge ""falling star""","10/30/06",NA
"11465","8/11/06 22:05","Chicago","IL","Fireball","Falling fireballs above Chicago then flared up again while making circles","10/30/06",NA
