"Date","City","State","Shape","Duration","Summary","Poster"
2006-03-20,"Benicia","CA","Fireball","10 minute","A large silent Orange firey orb that seemed to have streams of light falling from it and shooting out from it .","5/15/06"
2006-03-19,"Alexandria","VA","Fireball","2 seconds","Neon Green Flash Fireball","5/15/06"
2006-03-19,"Kelso","WA","Fireball"," 10 seconds","Three fireballs seen accross Kelso, WA.","5/15/06"
2006-03-18,"Myrtle Beach","SC","Fireball","1 minute","A fire ball that stood over the ocean and came from the ocean!!!","5/15/06"
2006-03-16,"Peoria","AZ","Fireball","10 minutes","It seemed like it was about to crash....then it suddenly dissapeared.","5/15/06"
2006-03-15,"Redding","CA","Fireball","seconds","While driving I saw a ball of fire in the sky like a flash and noticed whittnesses.","7/4/12"
2006-03-12,"Daly City","CA","Fireball"," 10 seconds","Fireball appeared for 5 seconds","5/15/06"
2006-03-11,"Matauri Bay (New Zealand)","","Fireball","30minutes","Nine Orange lights rising slowly","5/15/06"
2006-03-11,"Pittsburg","CA","Fireball","5 minutes","Five sightings of glowing red orange fireball object over Pittsburg, CA","3/11/06"
2006-03-10,"Cridersville","OH","Fireball","10 minutes.","Several orb-like fireballs fading in/out; Alot of FEAE -psyhically 'knew' I was filming and moved in close - Check out the short video!","2/14/10"
2006-03-08,"Elgin","IL","Fireball","3 minute","orange fireball ball in east sky glowed for 2-3 minutes at about 4:17-4:20","3/11/06"
2006-03-07,"Cleveland","OH","Fireball","10 minutes","Sphere,  big as a setting sun(yet no illumination beyond the sphere itself) sitting and then sinking below the horizon over Lake Erie","3/11/06"
2006-03-03,"McMinnville","TN","Fireball","3 seconds","we saw a lightgreen circlur object crosing the sky. it crosed from south to north and it went down somewhere in van buren.","3/11/06"
2006-03-01,"Gold Canyon","AZ","Fireball","1 hour +","Fire balls in the sky in AZ","3/11/06"
2006-02-27,"Oak Ridge","TN","Fireball","10 seconds","3 Fireballs slowly crossing the night sky in Oak Ridge Tennessee.  About 10 seconds long.","3/11/06"
2006-02-26,"Friendsville","TN","Fireball","5 seconds","Yellow-White fireball viewed over southeast Tennessee - Possible Space Debris?","3/11/06"
2006-02-17,"Warsaw (Poland)","","Fireball","11 h","Flaming green object fell from sky  Object fell, burning up before hitting the ground. Color was neon green.","3/11/06"
2006-02-15,"Carmel","IN","Fireball","30 minutes","BIG FIREBALL..","7/3/13"
2006-02-15,"Pismo Beach","CA","Fireball","10 minutes","A low object emitting fire and red and blue \"debris\", it also emitted a blue-lit object that remained stationary","3/11/06"
2006-02-11,"Bozeman","MT","Fireball","15 seconds","Fireball of green/orange seen above SW Montana.","2/14/06"
2006-02-07,"Tel Aviv (Israel)","","Fireball","20 seconds","Orange orb in clear sky, moved in strait line and stopped","2/14/06"
2006-02-06,"Castle Rock","WA","Fireball","15 seconds","One bright meteor like object leaves a trail, vanishes and reappears again in a fixed  and oscillating position","2/14/06"
2006-02-06,"Goshen","OH","Fireball","1 hour","YELLOW /ORANGISH LIGHT APPEARS AMOUNG THE STARS AT A LOW ALTITUDE","2/14/06"
2006-02-01,"Wagarville","AL","Fireball","","What I thought as a falling star coming towards us at a rapid speed from the northwest automatically stopped. It hovered for a few minu","5/15/06"
2006-01-30,"Sarasota","FL","Fireball","5 minutes","Fireball in the evening sky","2/14/06"
2006-01-25,"Muncie","IN","Fireball","A 3 seconds","Bright lights in the sky over Muncie Indiana","2/14/06"
2006-01-19,"Currituck","NC","Fireball","2 hours","the object would move up and down slowly, object appeered as a star flikering violently. sparks were visible every so often without a p","2/14/06"
2006-01-15,"Gaillac (France)","","Fireball","ten seconds","Large light orb traveling  at enormous speed","2/14/06"
2006-01-13,"Sallisaw","OK","Fireball","10 minutes","orange fireballs with a streak moving very fast.","3/11/06"
2006-01-13,"Sallisaw","OK","Fireball"," 20 minutes","Huge Fireballs going east in the sky by Sallisaw Oklahoma!","2/14/06"
2006-01-12,"Laurel","MT","Fireball","30 minutes","On my way home from work in Billings, Montana, I observed a huge, firey thing hanging in the sky North of Laurel, Montana where I live.","2/14/06"
2006-01-09,"El Segundo","CA","Fireball","10 seconds","Rotating fire ball moving very fast, few hundred feet above the ground, south east end of LAX","2/14/06"
2006-01-07,"High Point","NC","Fireball","3 seconds","Bright green streak falling towards earth","2/14/06"
2006-01-04,"Encinitas/Carlsbad","CA","Fireball"," 3 seconds","Big green fireball fell into ocean near Carlsbad/Oceanside, CA at 23:12, 01/04/2006","2/14/06"
2006-01-04,"Los Angeles","CA","Fireball","a 3 seconds","Bright falling light over Passadina","2/14/06"
2006-01-04,"Gulf Breeze","FL","Fireball","10 minutes","Navarre / Gulf Breeze birght orange fireballs horizontally aligned","2/14/06"
2006-01-04,"Columbus","MT","Fireball","60 seconds","Fireball over, and landing or hitting somewhere north of Columbus Mt, in stillwater county","2/14/06"
2006-01-03,"Denver","CO","Fireball","2 minute","A flash of light hovering over a lake.","2/14/06"
2006-01-03,"Maidstone (UK/England)","","Fireball","3minutes","3 purple/grey firball object, 2 chasing 1,observed 8.00 clear morning over penenden heath,maidstone,kent,uk","2/14/06"
2006-01-01,"Crosslake","ME","Fireball","1 hour","Dull orange ball/disc hovered  over camps  across the lake. Thought was a  sodium  light, or reflection until it moved up to about 50-1","2/14/06"
2005-12-31,"Merida (Mexico)","","Fireball","15'","Decenas de esferas de colores en elcielo nocturno de Mérida, Yucatán,México.","2/14/06"
2005-12-30,"Plano","TX","Fireball","5 seconds","Flaming green object fell from sky.  ((NUFORC Note:  Possible meteor.  PD))","2/14/06"
2005-12-30,"Great Bend","KS","Fireball","15 minutes","Flash of light in night sky leads to missing time in Central Kansas","2/14/06"
2005-12-25,"Ahmedabad-Vadodra Express Highway. Gujarat (India)","","Fireball","5 minutes","Yellowish-orange light(seems something was burning)observed in the EAST sky from Ahmedabad -Vadodra Express Highway, Gujarat,India.","2/14/06"
2005-12-24,"Plantation","FL","Fireball","1minute 30seconds","Bright Orange / Red Light with no strobe lights","2/14/06"
2005-12-23,"Lafayette","LA","Fireball","2 seconds","fireball seen in morning then bright light seen in same area later in the day.","2/14/06"
2005-12-22,"Queensbury","NY","Fireball","5 minutes","Giganticly huge glowing object.  Very high in the sky, moving at high speed. Observed in night sky.","2/14/06"
2005-12-20,"Haysville","KS","Fireball","2 minutes","They were both very big I think the 2 witneses thought the same thing  as me it was the most awsome and frightening night of my LIFE!!","2/14/06"
2005-12-19,"Columbia","MS","Fireball","apx 15 minute's","Object's light looks like a meteor falling in Earth;s atmosphere","2/14/06"
2005-12-19,"Chicago","IL","Fireball","2 seconds","Bright  white object in sky of north side Chciago traveling west at a fast speed.","2/14/06"
2005-12-16,"Spokane","WA","Fireball","15 seconds","fireball fizzel out and resparks later from same spot","6/12/07"
2005-12-15,"Osaka - Itami chome (Japan)","","Fireball","2 seconds","White Fireball Orb - suddenly appears & disappears over Itami, Japan","2/14/06"
2005-12-14,"Columbia Falls","MT","Fireball","30 seconds","large firball falls behind columbia mountain","12/16/05"
2005-12-13,"East Springfield","PA","Fireball","15 seconds","bright blueish white 2 foot diameter ball of light in Erie County .","12/16/05"
2005-12-13,"Chesapeake Beach","MD","Fireball","5 minutes","Green Fireball over Western Shore of Maryland.  ((NUFORC Note:  Possible meteor??  PD))","12/16/05"
2005-12-13,"Renfrew (Canada)","ON","Fireball","3 seconds","fireball or meteor shot quietly across a clear night sky at five thirty pm.,Dec.13,2005  ((NUFORC Note:  Possible meteor??  PD))","12/16/05"
2005-12-11,"San Francisco","CA","Fireball","40.00 seconds","flew like no other, a fireball in the sky u can say..","3/11/06"
2005-12-11,"West Dundee","IL","Fireball","hours","hovering, flashing object in night sky","12/16/05"
2005-12-08,"Media","PA","Fireball","4 hours","Meteor like object falling to earth very slowly in midaftenoon.","12/16/05"
2005-12-08,"Oakville (Canada)","ON","Fireball","10 minutes","There was a fiery flash coming from the Northwest.","12/16/05"
2005-12-07,"North Wilkesboro","NC","Fireball","15 seconds","Odd, slow moving dull red fireball leaving a trail.","12/16/05"
2005-12-05,"Centennial","CO","Fireball","3 seconds","Circular glowing object falls and the disappears.","2/14/06"
2005-12-05,"Acton","CA","Fireball","1 minutes","Driving north on 14 Freeway, 5 miles south of Escondido Drive, bright clear skies as I was driving north on the side of the mountain I","12/16/05"
2005-12-01,"Thunder Bay (Canada)","ON","Fireball","1.5 minute","green energy ball that appeared close to lake superior in thunder bay canada","12/16/05"
2005-11-30,"Wanamassa","NJ","Fireball"," 2 seconds","red/orange fireball seen","12/16/05"
2005-11-28,"Guaymas Sonora (Mexico)","AL","Fireball","60segs","I was driving South on the road,Forme Hermosillo to Guaymas , the sky was blue, There was no clouds Somethinhg bright on the sky , call","12/16/05"
2005-11-23,"Woodburn","OR","Fireball","5 seconds","White ball of light falling to the ground","12/16/05"
2005-11-22,"Benicia","CA","Fireball","15 minutes","Looked like a plane on fire, sparks falling for about 10mins than just fell in the ocean.","12/16/05"
2005-11-22,"Downey","CA","Fireball","20 minute.","ORANGE FIREBALL SEEN OVER DOWNEY CA.","12/16/05"
2005-11-20,"Bellevue","NE","Fireball","5 seconds","Large, bright, Green Fireball Object was seen falling from sky, disappeared after 5 seconds","12/16/05"
2005-11-18,"Hays","MT","Fireball","1 minutes","We/I saw 6 orangish light over Blaine County.  ((Anonymous report))","12/16/05"
2005-11-15,"Lenwood","CA","Fireball","6 minutes","Observed a bright orange orb shaped object approaching from the North at an altitude between 1000-2000 ft AGL.  As the object approache","12/16/05"
2005-11-15,"Ogden","UT","Fireball","2 seconds","Brilliant fireball seen near Ogden, UT.  ((NUFORC Note:  Possible meteor??  PD))","12/16/05"
2005-11-15,"Lexington","NC","Fireball"," 55 seconds","Yellow fireball object, viewed from lexinton, NC","12/16/05"
2005-11-15,"Utah (just off I-70)","UT","Fireball","3minute","bright changing light hover and landed behind a mountian. lat 37°49'15.60\"N   lon 112°43'22.31\"W","5/15/06"
2005-11-14,"Mandeville","LA","Fireball","10 seconds","neon green fireball or sphere falling or moving across the sky.  ((Meteor??))","12/16/05"
2005-11-14,"Maricopa","AZ","Fireball","3 seconds","Large Green Light / Fireball","12/16/05"
2005-11-14,"North Hollywood","CA","Fireball","3 seconds","I saw a Fireball heading north west over my head. I first saw it at about 10 degrees to the right above my head and I watched it fall d","12/16/05"
2005-11-14,"Austin","TX","Fireball","1 seconds","Burning debrie falling from space.  ((NUFORC Note:  Possible meteor.  PD))","12/16/05"
2005-11-14,"Plano","TX","Fireball","7 seconds","A green fireball coming down at a rapid speed disappeared before it would have hit the ground.","12/16/05"
2005-11-13,"Brecksville","OH","Fireball","couple of minutes","Two bright fireball rounds,four straight-line Lights flashing green, red, and white in the middle,middle light a bit lower. 90 degree m","12/16/05"
2005-11-12,"Richmond","VA","Fireball","2 seconds","green-blue fireball/meteor shooting across sky","12/16/05"
2005-11-12,"West Conshohocken","PA","Fireball","2 seconds","Green-glowing object streaked downward with a white-smoke trail behind it; was gone in 2 seconds.","12/16/05"
2005-11-09,"Decatur","IL","Fireball","5 seconds","Was approaching Illiopolis IL on Interstate 72 headed east. Object came straight down all the way to the ground. It was huge, as bright","12/16/05"
2005-11-08,"Ahwatukee","AZ","Fireball","1 seconds","white ball that fell into mountains","12/16/05"
2005-11-07,"Urbandale","IA","Fireball","2 minutes","Witnessed Large Fireball at dusk was the size of a 50 cent piece held at arms length in the west.","11/8/05"
2005-11-06,"Lodi","CA","Fireball","1& 1/2 minutes","My daughter and I in Lodi, California watched a Orange/yellow glowing object moving slowly over my house.","12/16/05"
2005-11-06,"Cedarville","NY","Fireball","30 seconds","red tail, white center blue, comet shape flaming, than disapeared, with in seconds.","11/8/05"
2005-11-06,"Buffalo","NY","Fireball","3 minutes","Evening sky was partly cloudy. Driving on 290 to the thruway, not far from the University at Buffalo. A bright green light from NE to S","11/8/05"
2005-11-06,"Ellsinore","MO","Fireball","20 seconds","Fireball that split into 7 different objects","11/8/05"
2005-11-05,"Hanford","CA","Fireball","1 minute","Massive flash of light preceeding a large fireball falling to the earth","11/8/05"
2005-11-05,"Porterville","CA","Fireball",". 2 minutes","A bright red glowing light that was loosing altitude coming from the western sky and going east towards the horizon","11/8/05"
2005-11-05,"North Las Vegas","NV","Fireball","2 seconds","Crashing UFO in las vegas","11/8/05"
2005-11-04,"Clovis","CA","Fireball","1 secondsond","Bright orange fireball traveling from due east to due west. Visible for a second, is all I witnessed.","11/8/05"
2005-11-04,"Nottinghamshire (UK/England)","","Fireball","3 seconds","fire ball shape object seen in nottinghamshire  time was 22.35 heading south west at speed","11/8/05"
2005-11-04,"Edwardsburg","MI","Fireball","seconds","Bright greenish-white and small  fireball appearing to fall into woods.","11/8/05"
2005-11-03,"New Castle","PA","Fireball","5 seconds","Orange sphere witnessed streaking over New Castle Pa","11/8/05"
2005-11-03,"New Rome","WI","Fireball","2 minutes","orange orbs over Lake Petenwell with Jets","11/8/05"
2005-11-03,"Chicago","IL","Fireball","3 seconds","A large, green ball of fire fell out of the sky over Chicago, viewed from just North of the city","11/8/05"
