,age,gender,relation_status,hometown,living,perference,total_action,sign_up,last_login,userid
5942,23,0,3,2,3,3,71,2012-12-09,2013-10-06,5942
5943,23,0,1,2,2,5,110,2013-04-09,2013-10-07,5943
5944,28,1,1,1,1,3,157,2013-03-10,2013-10-07,5944
5945,18,0,1,5,5,1,162,2012-11-09,2013-10-06,5945
5946,31,1,1,4,4,4,65,2013-04-09,2013-10-07,5946
5947,28,0,4,3,3,2,83,2013-03-10,2013-10-07,5947
5948,22,0,1,2,2,5,398,2013-03-10,2013-10-07,5948
5949,27,1,1,3,3,1,63,2013-04-08,2013-10-06,5949
5950,22,0,2,6,6,5,402,2012-12-10,2013-10-07,5950
5951,31,1,1,2,2,1,198,2013-04-09,2013-10-07,5951
5952,24,0,2,6,1,4,216,2013-04-09,2013-10-07,5952
5953,19,0,2,2,2,6,358,2010-05-23,2013-10-05,5953
5954,25,1,4,5,6,5,204,2013-02-08,2013-10-07,5954
5955,39,0,4,5,6,6,173,2013-05-09,2013-10-07,5955
5956,16,1,1,3,3,1,115,2013-03-10,2013-10-07,5956
5957,17,1,2,4,4,6,356,2013-03-10,2013-10-07,5957
5958,15,0,4,5,6,5,53,2013-04-09,2013-10-07,5958
5959,25,1,2,5,5,1,68,2013-02-08,2013-10-07,5959
5960,17,0,1,4,4,5,103,2013-01-09,2013-10-07,5960
5961,11,0,1,5,5,6,107,2013-03-10,2013-10-07,5961
5962,24,0,1,6,6,5,133,2013-03-09,2013-10-06,5962
5963,22,1,1,3,4,2,324,2013-02-08,2013-10-07,5963
5964,26,1,4,2,2,3,158,2013-05-08,2013-10-06,5964
5965,28,0,1,5,5,5,211,2013-03-10,2013-10-07,5965
5966,11,0,1,4,4,6,170,2013-03-10,2013-10-07,5966
5967,12,1,1,1,1,2,77,2013-02-08,2013-10-07,5967
5968,38,0,4,3,3,3,327,2013-04-09,2013-10-07,5968
5969,18,0,1,4,4,5,331,2013-02-08,2013-10-07,5969
5970,11,0,1,6,6,4,135,2013-03-10,2013-10-07,5970
5971,16,0,2,3,3,3,303,2013-01-08,2013-10-06,5971
5972,18,0,1,5,5,4,150,2013-03-10,2013-10-07,5972
5973,23,0,2,5,5,4,94,2013-02-08,2013-10-07,5973
5974,20,0,4,5,5,3,386,2010-04-24,2013-10-06,5974
5975,22,1,4,2,2,6,108,2013-02-08,2013-10-07,5975
5976,9,0,1,2,2,2,70,2013-04-08,2013-10-06,5976
5977,20,1,1,6,1,5,343,2011-03-20,2013-10-06,5977
5978,26,0,1,2,2,3,36,2013-04-09,2013-10-07,5978
5979,19,0,4,2,2,3,278,2012-05-13,2013-10-06,5979
5980,43,0,4,2,2,2,345,2013-03-10,2013-10-07,5980
5981,15,0,1,3,3,3,36,2013-04-08,2013-10-06,5981
5982,18,1,1,4,5,6,449,2013-03-10,2013-10-07,5982
5983,28,1,2,3,3,1,322,2013-04-09,2013-10-07,5983
5984,18,1,1,4,4,4,93,2010-05-25,2013-10-07,5984
5985,14,1,2,2,2,1,159,2013-02-07,2013-10-06,5985
5986,12,0,1,6,1,4,65,2013-04-05,2013-10-03,5986
5987,12,1,1,6,1,5,192,2013-04-09,2013-10-07,5987
5988,25,0,2,3,3,2,227,2013-04-09,2013-10-07,5988
5989,23,1,2,5,6,6,25,2013-04-09,2013-10-07,5989
5990,16,0,1,1,2,3,47,2013-02-08,2013-10-07,5990
5991,17,0,1,1,1,2,218,2013-02-08,2013-10-07,5991
5992,22,1,1,4,5,5,165,2013-01-09,2013-10-07,5992
5993,22,1,2,3,3,3,188,2012-10-11,2013-10-07,5993
5994,27,1,4,5,5,4,149,2013-03-10,2013-10-07,5994
5995,11,1,2,1,1,3,1003,2013-05-09,2013-10-07,5995
5996,13,0,2,4,5,5,383,2013-03-10,2013-10-07,5996
5997,34,1,1,6,6,6,245,2013-04-08,2013-10-06,5997
5998,18,1,1,2,2,3,613,2012-11-10,2013-10-07,5998
5999,27,1,2,5,5,6,128,2013-04-07,2013-10-05,5999
6000,22,0,2,4,4,5,323,2013-04-09,2013-10-07,6000
6001,21,1,1,5,6,3,160,2010-12-21,2013-10-07,6001
6002,29,0,1,6,6,6,39,2013-04-09,2013-10-07,6002
6003,25,0,2,2,3,5,74,2013-03-10,2013-10-07,6003
6004,24,1,2,4,5,4,197,2013-04-09,2013-10-07,6004
6005,13,0,1,5,5,5,190,2013-03-09,2013-10-06,6005
6006,20,1,4,4,5,4,244,2010-01-25,2013-10-07,6006
6007,24,1,4,5,5,6,123,2013-04-09,2013-10-07,6007
6008,16,0,2,5,5,4,155,2013-03-10,2013-10-07,6008
6009,24,1,4,4,4,6,44,2013-02-08,2013-10-07,6009
6010,18,0,1,2,3,1,224,2013-01-09,2013-10-07,6010
6011,23,1,2,3,3,3,225,2012-12-10,2013-10-07,6011
6012,20,0,1,2,2,1,461,2013-02-08,2013-10-07,6012
6013,33,0,4,6,6,2,139,2013-04-08,2013-10-06,6013
6014,20,0,2,2,2,1,292,2011-11-16,2013-10-07,6014
6015,20,1,2,1,2,2,220,2013-02-08,2013-10-07,6015
6016,27,0,2,4,4,6,157,2013-02-08,2013-10-07,6016
6017,20,1,1,2,2,6,890,2013-02-07,2013-10-06,6017
6018,36,0,4,3,3,2,245,2013-05-09,2013-10-07,6018
6019,24,1,2,4,4,6,144,2013-04-09,2013-10-07,6019
6020,12,0,2,1,1,1,58,2013-04-07,2013-10-05,6020
6021,13,1,1,6,1,2,94,2013-04-07,2013-10-05,6021
6022,22,1,2,5,5,6,317,2012-03-15,2013-10-07,6022
6023,17,1,1,1,1,2,63,2013-02-06,2013-10-05,6023
6024,25,1,2,5,6,4,401,2013-01-09,2013-10-07,6024
6025,23,1,1,4,5,5,151,2013-01-09,2013-10-07,6025
6026,17,1,2,1,1,2,233,2013-02-07,2013-10-06,6026
6027,11,1,4,6,6,5,129,2013-04-09,2013-10-07,6027
6028,48,0,4,6,6,5,230,2013-03-10,2013-10-07,6028
6029,22,1,4,5,6,6,113,2012-12-10,2013-10-07,6029
6030,28,0,1,1,2,5,175,2013-04-09,2013-10-07,6030
6031,23,0,2,6,1,5,105,2012-09-10,2013-10-06,6031
6032,24,0,1,2,2,3,369,2013-02-08,2013-10-07,6032
6033,25,0,2,5,5,2,201,2013-02-08,2013-10-07,6033
6034,37,1,4,2,2,3,248,2013-04-09,2013-10-07,6034
6035,25,0,2,3,4,1,19,2013-03-10,2013-10-07,6035
6036,15,0,1,3,3,3,41,2013-02-04,2013-10-03,6036
6037,15,0,1,4,4,6,111,2013-02-08,2013-10-07,6037
6038,24,0,2,3,3,3,184,2012-09-09,2013-10-05,6038
6039,45,1,1,5,5,6,5502,2013-10-01,2013-10-07,6039
6040,28,1,4,2,2,1,149,2013-03-10,2013-10-07,6040
6041,28,0,2,3,4,6,135,2013-04-09,2013-10-07,6041
6042,19,0,2,3,4,1,139,2011-12-16,2013-10-07,6042
6043,14,1,4,3,3,3,135,2013-04-09,2013-10-07,6043
6044,23,0,4,4,5,6,112,2013-03-09,2013-10-06,6044
6045,21,0,2,2,2,1,392,2011-08-18,2013-10-07,6045
6046,35,0,1,3,3,1,237,2013-04-09,2013-10-07,6046
6047,15,1,2,4,4,1,152,2013-03-09,2013-10-06,6047
6048,19,1,2,2,2,5,65,2011-09-16,2013-10-06,6048
6049,22,0,1,3,3,5,211,2013-02-07,2013-10-06,6049
6050,24,1,1,3,3,5,80,2013-03-09,2013-10-06,6050
6051,25,0,2,4,4,6,90,2013-03-09,2013-10-06,6051
6052,16,0,1,1,1,3,189,2013-03-09,2013-10-06,6052
6053,11,1,1,6,6,6,197,2013-04-09,2013-10-07,6053
6054,15,0,1,6,1,4,162,2013-02-06,2013-10-05,6054
6055,39,0,4,1,1,1,97,2013-04-09,2013-10-07,6055
6056,17,0,1,5,6,2,425,2013-02-06,2013-10-05,6056
6057,16,0,1,2,2,6,103,2013-04-09,2013-10-07,6057
6058,8,0,1,6,1,1,191,2013-03-08,2013-10-05,6058
6059,22,1,2,5,5,2,101,2012-09-11,2013-10-07,6059
6060,41,1,4,3,3,1,93,2013-05-08,2013-10-06,6060
6061,21,0,2,6,1,4,110,2013-02-07,2013-10-06,6061
6062,27,1,4,1,1,2,102,2013-03-09,2013-10-06,6062
6063,18,0,2,2,3,3,239,2013-02-08,2013-10-07,6063
6064,27,0,1,2,3,5,0,2012-09-12,2013-04-11,6064
6065,18,0,1,1,1,2,225,2010-04-25,2013-10-07,6065
6066,12,1,4,3,4,1,61,2013-04-09,2013-10-07,6066
6067,24,0,4,2,2,4,192,2013-04-09,2013-10-07,6067
6068,22,0,2,5,5,5,378,2013-02-08,2013-10-07,6068
6069,16,0,1,6,6,6,186,2013-02-08,2013-10-07,6069
6070,22,0,1,1,1,5,248,2013-01-09,2013-10-07,6070
6071,17,0,1,4,4,4,109,2012-06-12,2013-10-06,6071
6072,15,0,1,4,4,4,195,2013-05-09,2013-10-07,6072
6073,15,1,4,4,5,5,128,2013-04-09,2013-10-07,6073
6074,19,0,2,1,2,2,87,2013-03-10,2013-10-07,6074
6075,22,1,2,1,1,1,175,2013-05-08,2013-10-06,6075
6076,16,1,1,6,6,4,144,2010-06-24,2013-10-07,6076
6077,16,1,4,2,2,2,0,2012-10-21,2013-04-20,6077
6078,29,0,4,6,6,4,223,2013-05-09,2013-10-07,6078
6079,23,0,2,2,2,3,153,2013-03-10,2013-10-07,6079
6080,32,0,4,5,5,1,0,2012-08-13,2013-02-10,6080
6081,20,0,2,2,2,1,137,2013-02-08,2013-10-07,6081
6082,17,0,4,5,6,5,174,2013-02-08,2013-10-07,6082
6083,28,1,4,5,5,4,152,2013-03-10,2013-10-07,6083
6084,43,1,1,4,4,6,98,2013-04-09,2013-10-07,6084
6085,21,1,2,6,1,3,218,2012-11-10,2013-10-07,6085
6086,44,0,4,1,1,2,141,2013-05-08,2013-10-06,6086
6087,38,1,4,3,3,5,481,2012-11-10,2013-10-07,6087
6088,24,1,2,6,6,5,54,2013-03-10,2013-10-07,6088
6089,21,0,2,3,4,2,330,2013-01-09,2013-10-07,6089
6090,25,0,2,2,2,1,142,2013-04-09,2013-10-07,6090
6091,26,1,2,2,2,2,92,2013-03-10,2013-10-07,6091
6092,24,0,1,2,2,1,55,2013-04-09,2013-10-07,6092
6093,17,1,1,2,3,2,20,2013-02-08,2013-10-07,6093
6094,19,1,2,3,3,6,67,2012-05-14,2013-10-07,6094
6095,37,0,4,3,3,6,43,2013-04-09,2013-10-07,6095
6096,30,1,4,1,2,2,162,2013-04-08,2013-10-06,6096
6097,24,1,2,4,4,6,121,2013-03-10,2013-10-07,6097
6098,21,0,2,2,2,6,70,2013-03-10,2013-10-07,6098
6099,24,0,1,1,2,3,6453,2013-10-01,2013-10-07,6099
6100,29,1,4,5,5,1,212,2013-04-08,2013-10-06,6100
6101,22,0,2,6,6,4,139,2013-03-10,2013-10-07,6101
6102,35,1,4,2,2,3,77,2013-04-09,2013-10-07,6102
6103,33,0,4,2,2,3,54,2013-04-09,2013-10-07,6103
6104,19,1,2,4,5,4,202,2012-10-09,2013-10-05,6104
6105,12,0,1,4,4,5,56,2013-04-09,2013-10-07,6105
6106,16,1,1,5,5,2,116,2013-04-09,2013-10-07,6106
6107,10,0,1,3,3,6,352,2013-04-09,2013-10-07,6107
6108,19,0,1,3,3,2,482,2012-12-09,2013-10-06,6108
6109,26,1,4,3,4,3,53,2013-03-10,2013-10-07,6109
6110,23,1,1,1,1,6,107,2012-12-10,2013-10-07,6110
6111,27,1,4,3,4,5,317,2013-03-09,2013-10-06,6111
6112,21,1,2,1,2,3,300,2013-04-08,2013-10-06,6112
6113,24,1,2,5,5,4,114,2012-02-14,2013-10-07,6113
6114,17,1,2,5,5,6,324,2013-05-09,2013-10-07,6114
6115,12,0,1,4,4,6,478,2013-05-09,2013-10-07,6115
6116,27,1,2,6,6,4,167,2013-04-07,2013-10-05,6116
6117,45,0,1,6,1,4,172,2013-03-10,2013-10-07,6117
6118,22,1,4,2,2,4,198,2013-04-08,2013-10-06,6118
6119,20,0,2,3,3,1,356,2009-10-27,2013-10-07,6119
6120,48,1,4,5,5,4,84,2013-05-09,2013-10-07,6120
6121,16,0,1,4,4,4,177,2013-01-08,2013-10-06,6121
6122,22,1,1,1,1,1,120,2010-03-26,2013-10-07,6122
6123,10,1,4,2,2,4,51,2013-03-10,2013-10-07,6123
6124,22,0,2,6,1,5,466,2012-04-14,2013-10-07,6124
6125,25,1,2,5,5,2,198,2013-03-10,2013-10-07,6125
6126,17,1,2,6,6,5,147,2013-03-10,2013-10-07,6126
6127,13,1,1,2,2,1,78,2013-04-07,2013-10-05,6127
6128,17,0,1,3,3,5,77,2012-11-09,2013-10-06,6128
6129,24,0,1,4,4,5,80,2013-03-08,2013-10-05,6129
6130,10,1,4,5,5,5,99,2013-04-08,2013-10-06,6130
6131,27,0,1,1,2,1,289,2013-04-08,2013-10-06,6131
6132,26,0,2,2,2,2,73,2013-04-09,2013-10-07,6132
6133,25,0,4,3,3,2,109,2013-03-10,2013-10-07,6133
6134,40,1,4,5,6,5,137,2013-04-08,2013-10-06,6134
6135,12,1,4,4,4,2,128,2013-01-07,2013-10-05,6135
6136,16,0,2,1,1,6,79,2013-02-08,2013-10-07,6136
6137,22,1,2,3,3,5,404,2013-04-08,2013-10-06,6137
6138,20,0,2,2,2,1,438,2011-01-20,2013-10-07,6138
6139,18,0,4,6,6,5,231,2012-12-10,2013-10-07,6139
6140,12,1,2,2,3,1,115,2013-03-10,2013-10-07,6140
6141,16,0,2,4,4,6,49,2012-11-10,2013-10-07,6141
6142,39,0,1,3,3,4,470,2013-05-09,2013-10-07,6142
6143,15,0,1,4,4,4,269,2013-04-09,2013-10-07,6143
6144,20,1,2,6,1,5,423,2010-12-21,2013-10-07,6144
6145,23,1,2,5,6,4,83,2013-03-08,2013-10-05,6145
6146,48,1,1,4,4,6,82,2013-03-10,2013-10-07,6146
6147,19,0,4,3,3,3,245,2012-03-15,2013-10-07,6147
6148,24,0,2,6,6,3,131,2013-01-09,2013-10-07,6148
6149,15,0,1,4,5,4,130,2013-02-08,2013-10-07,6149
6150,18,0,1,1,1,2,274,2012-09-11,2013-10-07,6150
6151,11,0,4,5,5,4,264,2013-04-09,2013-10-07,6151
6152,25,1,2,3,3,1,36,2013-02-07,2013-10-06,6152
6153,19,1,1,6,6,1,171,2010-11-19,2013-10-05,6153
6154,50,1,4,6,6,6,104,2013-05-09,2013-10-07,6154
6155,22,1,1,4,4,6,385,2012-08-12,2013-10-07,6155
6156,31,1,4,2,2,2,42,2013-04-09,2013-10-07,6156
6157,20,0,2,6,6,4,142,2011-03-21,2013-10-07,6157
6158,17,0,2,6,6,6,230,2013-04-09,2013-10-07,6158
6159,31,0,1,1,2,1,235,2013-03-10,2013-10-07,6159
6160,17,1,1,6,6,6,145,2013-04-08,2013-10-06,6160
6161,42,1,4,5,5,6,229,2013-04-09,2013-10-07,6161
6162,24,1,4,4,5,5,108,2013-02-08,2013-10-07,6162
6163,16,1,1,3,3,4,165,2013-04-09,2013-10-07,6163
6164,11,0,4,3,3,3,41,2013-03-10,2013-10-07,6164
6165,13,1,1,4,4,5,243,2012-08-12,2013-10-07,6165
6166,11,1,2,3,4,3,230,2013-05-09,2013-10-07,6166
6167,21,1,1,5,5,4,85,2012-01-14,2013-10-06,6167
6168,10,0,1,6,6,1,57,2013-03-09,2013-10-06,6168
6169,30,1,1,1,1,2,44,2013-04-09,2013-10-07,6169
6170,14,1,1,2,3,1,19,2013-03-09,2013-10-06,6170
6171,39,0,4,6,6,6,50,2013-03-09,2013-10-06,6171
6172,17,1,1,1,1,2,225,2012-07-13,2013-10-07,6172
6173,24,1,4,2,2,1,159,2013-01-08,2013-10-06,6173
6174,16,1,2,6,6,5,133,2013-02-08,2013-10-07,6174
6175,20,1,2,3,3,5,311,2009-10-27,2013-10-07,6175
6176,31,1,4,5,5,4,99,2013-04-08,2013-10-06,6176
6177,23,1,4,6,1,4,36,2013-02-08,2013-10-07,6177
6178,22,0,4,4,5,6,134,2012-10-11,2013-10-07,6178
6179,35,1,1,5,5,4,122,2013-03-10,2013-10-07,6179
6180,21,1,1,1,1,3,308,2010-04-25,2013-10-07,6180
6181,27,0,2,5,5,6,204,2013-04-09,2013-10-07,6181
6182,20,0,2,3,3,6,352,2010-03-25,2013-10-06,6182
6183,39,1,4,1,1,3,216,2013-05-08,2013-10-06,6183
6184,23,1,4,2,2,3,104,2013-04-09,2013-10-07,6184
6185,18,0,2,4,5,3,102,2013-04-08,2013-10-06,6185
6186,21,1,1,6,6,5,81,2010-03-26,2013-10-07,6186
6187,18,0,2,2,2,2,467,2013-02-07,2013-10-06,6187
6188,15,1,2,5,5,1,115,2013-04-09,2013-10-07,6188
6189,20,0,2,2,2,3,276,2010-11-20,2013-10-06,6189
6190,27,1,4,3,4,3,75,2013-05-07,2013-10-05,6190
6191,36,0,4,5,6,5,155,2013-04-09,2013-10-07,6191
6192,18,0,1,5,5,5,87,2011-06-19,2013-10-07,6192
6193,16,0,1,5,5,6,233,2013-04-09,2013-10-07,6193
6194,18,0,2,5,5,3,188,2012-12-10,2013-10-07,6194
6195,19,1,1,2,2,5,375,2011-12-16,2013-10-07,6195
6196,17,0,4,2,2,2,161,2013-03-10,2013-10-07,6196
6197,28,1,2,4,4,1,366,2013-04-09,2013-10-07,6197
6198,14,0,4,2,2,3,166,2013-02-08,2013-10-07,6198
6199,16,0,2,5,5,5,187,2013-03-10,2013-10-07,6199
6200,25,1,3,3,3,2,170,2012-11-10,2013-10-07,6200
6201,24,0,2,4,4,6,177,2013-02-08,2013-10-07,6201
6202,14,1,2,2,2,5,48,2013-02-08,2013-10-07,6202
6203,18,1,4,3,3,3,737,2013-01-09,2013-10-07,6203
6204,35,0,4,4,5,5,306,2013-04-09,2013-10-07,6204
6205,23,1,2,6,6,5,39,2013-02-07,2013-10-06,6205
6206,20,1,1,1,1,2,283,2012-01-12,2013-10-04,6206
6207,16,1,4,3,4,1,147,2013-02-08,2013-10-07,6207
6208,37,0,4,4,4,4,84,2013-04-08,2013-10-06,6208
6209,17,1,1,1,1,3,124,2013-03-10,2013-10-07,6209
6210,50,1,4,2,2,2,107,2013-04-09,2013-10-07,6210
6211,26,0,3,2,3,1,152,2011-07-19,2013-10-07,6211
6212,26,0,4,3,3,6,95,2013-03-10,2013-10-07,6212
6213,19,0,2,1,1,5,17,2012-11-10,2013-10-07,6213
6214,14,0,2,6,1,6,256,2013-01-09,2013-10-07,6214
6215,17,0,2,1,1,2,180,2013-06-06,2013-10-05,6215
6216,25,0,1,2,2,2,165,2013-03-09,2013-10-06,6216
6217,13,1,2,6,6,5,299,2013-04-08,2013-10-06,6217
6218,25,0,4,1,1,2,124,2013-03-09,2013-10-06,6218
6219,21,1,1,5,5,4,96,2010-02-24,2013-10-07,6219
6220,29,1,1,1,1,3,98,2013-04-09,2013-10-07,6220
6221,21,1,1,1,1,2,224,2012-12-10,2013-10-07,6221
6222,20,0,2,3,3,1,282,2013-03-09,2013-10-06,6222
6223,27,0,3,1,1,6,156,2013-10-07,2013-10-07,6223
6224,16,0,2,4,4,5,122,2013-02-08,2013-10-07,6224
6225,22,0,2,5,6,4,260,2013-02-07,2013-10-06,6225
6226,17,1,4,1,1,3,42,2013-02-04,2013-10-03,6226
6227,22,1,2,1,1,4,205,2013-03-10,2013-10-07,6227
6228,14,0,1,4,4,5,89,2013-04-09,2013-10-07,6228
6229,27,1,2,2,2,3,112,2013-03-10,2013-10-07,6229
6230,20,0,1,3,3,3,287,2009-11-25,2013-10-06,6230
6231,24,0,1,4,5,3,150,2013-03-09,2013-10-06,6231
6232,19,1,2,5,5,5,319,2010-10-22,2013-10-07,6232
6233,49,1,4,2,2,1,88,2013-02-08,2013-10-07,6233
6234,24,1,4,3,3,2,57,2012-04-14,2013-10-07,6234
6235,35,1,4,6,1,5,56,2013-04-09,2013-10-07,6235
6236,19,1,1,3,3,2,520,2013-02-07,2013-10-06,6236
6237,25,1,1,6,6,2,161,2013-04-09,2013-10-07,6237
6238,16,0,1,4,4,6,238,2013-01-09,2013-10-07,6238
6239,9,1,1,6,6,5,57,2013-03-05,2013-10-02,6239
6240,12,1,4,1,2,2,25,2013-03-10,2013-10-07,6240
6241,48,0,1,2,2,1,231,2013-04-09,2013-10-07,6241
6242,17,1,1,4,5,5,53,2012-12-10,2013-10-07,6242
6243,23,1,4,4,4,4,55,2013-03-08,2013-10-05,6243
6244,20,1,4,5,6,6,128,2012-02-14,2013-10-07,6244
6245,24,0,1,3,3,3,463,2013-04-09,2013-10-07,6245
6246,33,0,4,4,4,6,310,2013-03-10,2013-10-07,6246
6247,22,1,1,5,6,2,253,2013-02-06,2013-10-05,6247
6248,23,0,2,3,3,2,60,2013-04-08,2013-10-06,6248
6249,28,0,4,4,4,3,142,2013-04-09,2013-10-07,6249
6250,23,0,2,2,2,2,51,2013-02-06,2013-10-05,6250
6251,21,0,1,2,2,2,356,2012-05-14,2013-10-07,6251
6252,25,0,2,2,3,1,126,2013-01-08,2013-10-06,6252
6253,24,1,4,4,4,5,119,2013-03-09,2013-10-06,6253
6254,38,0,4,1,1,1,165,2013-04-09,2013-10-07,6254
6255,25,0,1,6,6,6,84,2012-08-11,2013-10-06,6255
6256,16,1,2,4,4,5,109,2013-04-08,2013-10-06,6256
6257,10,1,4,4,4,5,13,2013-04-07,2013-10-05,6257
6258,25,0,1,6,6,6,91,2013-04-08,2013-10-06,6258
6259,15,1,2,3,3,5,59,2013-03-09,2013-10-06,6259
6260,19,0,1,4,4,5,64,2013-04-08,2013-10-06,6260
6261,14,1,1,4,4,6,243,2013-03-10,2013-10-07,6261
6262,19,1,4,1,2,2,369,2012-04-14,2013-10-07,6262
6263,22,0,2,5,6,6,337,2013-03-09,2013-10-06,6263
6264,23,1,2,3,4,3,43,2012-07-12,2013-10-06,6264
6265,38,1,4,2,2,2,141,2013-03-10,2013-10-07,6265
6266,27,0,4,6,6,5,121,2013-03-10,2013-10-07,6266
6267,8,1,4,6,1,6,98,2013-05-06,2013-10-04,6267
6268,19,0,2,6,1,1,304,2012-04-14,2013-10-07,6268
6269,48,0,1,4,4,5,39,2013-04-09,2013-10-07,6269
6270,29,0,4,6,1,4,94,2013-04-09,2013-10-07,6270
6271,24,0,2,5,5,4,98,2013-04-08,2013-10-06,6271
6272,16,0,2,1,2,3,107,2013-03-10,2013-10-07,6272
6273,35,0,4,5,5,6,63,2013-03-10,2013-10-07,6273
6274,24,0,4,1,2,2,165,2013-02-08,2013-10-07,6274
6275,42,1,4,6,1,6,343,2013-05-09,2013-10-07,6275
6276,21,1,1,2,2,2,392,2010-05-25,2013-10-07,6276
6277,12,0,1,1,1,2,138,2013-02-08,2013-10-07,6277
6278,22,1,2,1,1,2,344,2012-11-10,2013-10-07,6278
6279,22,1,2,6,1,5,618,2012-08-12,2013-10-07,6279
6280,20,1,2,3,3,1,48,2012-11-10,2013-10-07,6280
6281,18,1,2,5,5,5,136,2010-11-21,2013-10-07,6281
6282,19,1,4,1,1,1,419,2013-04-09,2013-10-07,6282
6283,18,1,1,4,4,5,326,2010-04-25,2013-10-07,6283
6284,21,0,2,5,5,4,259,2012-11-10,2013-10-07,6284
6285,7,0,1,1,1,3,63,2013-04-09,2013-10-07,6285
6286,29,1,4,3,3,3,130,2013-02-08,2013-10-07,6286
6287,15,1,2,2,2,1,87,2013-04-09,2013-10-07,6287
6288,15,0,1,1,1,2,83,2013-04-08,2013-10-06,6288
6289,18,1,2,6,6,4,96,2013-02-05,2013-10-04,6289
6290,32,0,4,5,5,6,149,2013-04-09,2013-10-07,6290
6291,18,1,4,6,6,5,54,2012-11-10,2013-10-07,6291
6292,8,1,1,5,5,6,100,2013-02-08,2013-10-07,6292
6293,17,0,1,6,1,5,106,2013-01-08,2013-10-06,6293
6294,20,1,1,6,6,5,407,2011-07-19,2013-10-07,6294
6295,25,1,1,4,4,2,82,2013-04-09,2013-10-07,6295
6296,14,0,1,5,5,6,310,2013-02-08,2013-10-07,6296
6297,19,0,4,6,1,4,64,2010-11-20,2013-10-06,6297
6298,19,0,1,2,2,1,258,2011-12-15,2013-10-06,6298
6299,24,1,4,2,2,2,221,2013-04-09,2013-10-07,6299
6300,34,1,1,5,6,2,71,2013-04-08,2013-10-06,6300
6301,48,0,4,4,5,3,130,2013-04-08,2013-10-06,6301
6302,26,0,3,3,4,3,228,2013-02-08,2013-10-07,6302
6303,20,1,2,3,3,3,609,2012-11-10,2013-10-07,6303
6304,18,1,1,1,1,1,258,2013-02-08,2013-10-07,6304
6305,12,0,2,4,5,4,61,2013-05-09,2013-10-07,6305
6306,13,0,4,4,5,5,158,2013-03-10,2013-10-07,6306
6307,20,0,4,6,6,6,390,2013-03-10,2013-10-07,6307
6308,27,0,1,6,1,4,366,2013-03-10,2013-10-07,6308
6309,20,0,2,6,6,4,353,2012-07-13,2013-10-07,6309
6310,12,1,4,3,3,1,155,2013-03-10,2013-10-07,6310
6311,22,0,2,2,2,1,202,2013-01-09,2013-10-07,6311
6312,39,1,4,1,2,2,188,2013-04-08,2013-10-06,6312
6313,20,0,2,3,3,3,1062,2010-05-25,2013-10-07,6313
6314,27,1,2,4,4,4,90,2013-04-09,2013-10-07,6314
6315,18,1,1,5,5,5,239,2013-04-09,2013-10-07,6315
6316,19,0,2,4,5,6,238,2012-01-14,2013-10-06,6316
6317,26,1,1,4,5,4,296,2013-05-07,2013-10-05,6317
6318,29,0,4,1,1,2,98,2013-04-09,2013-10-07,6318
6319,45,0,4,1,1,3,280,2013-03-10,2013-10-07,6319
6320,27,1,4,2,2,6,100,2013-04-08,2013-10-06,6320
6321,24,1,2,2,2,4,118,2013-03-10,2013-10-07,6321
6322,21,0,2,3,4,1,135,2012-12-10,2013-10-07,6322
6323,12,0,1,4,4,6,76,2013-03-10,2013-10-07,6323
6324,25,0,1,3,3,4,391,2013-04-09,2013-10-07,6324
6325,24,0,4,3,3,6,41,2013-02-05,2013-10-04,6325
6326,19,1,2,4,4,1,300,2013-03-10,2013-10-07,6326
6327,19,1,2,1,2,1,200,2012-10-11,2013-10-07,6327
6328,14,1,4,5,5,5,337,2013-03-10,2013-10-07,6328
6329,7,0,1,4,4,6,174,2013-03-09,2013-10-06,6329
6330,17,0,2,4,4,4,107,2012-12-10,2013-10-07,6330
6331,27,1,1,2,2,1,286,2013-05-09,2013-10-07,6331
6332,22,1,2,5,6,5,340,2012-04-14,2013-10-07,6332
6333,14,0,2,6,6,4,102,2013-01-09,2013-10-07,6333
6334,19,0,1,3,3,5,391,2012-03-14,2013-10-06,6334
6335,24,0,4,4,5,5,86,2013-03-10,2013-10-07,6335
6336,24,1,2,5,5,4,378,2013-04-09,2013-10-07,6336
6337,21,0,4,6,6,4,148,2010-05-25,2013-10-07,6337
6338,19,1,2,4,4,1,168,2012-11-09,2013-10-06,6338
6339,21,0,1,1,1,3,223,2013-03-10,2013-10-07,6339
6340,21,0,2,5,5,6,528,2010-06-24,2013-10-07,6340
6341,13,1,1,1,1,3,37,2013-04-06,2013-10-04,6341
6342,43,0,1,4,5,2,127,2013-04-09,2013-10-07,6342
6343,16,0,2,2,3,3,356,2013-04-09,2013-10-07,6343
6344,21,0,2,1,1,1,214,2012-12-10,2013-10-07,6344
6345,20,1,1,5,5,4,415,2010-02-24,2013-10-07,6345
6346,20,1,2,4,4,5,50,2011-01-19,2013-10-06,6346
6347,21,1,2,3,3,1,171,2012-04-14,2013-10-07,6347
6348,20,1,2,2,3,1,426,2010-02-24,2013-10-07,6348
6349,45,0,4,5,5,4,23,2013-04-08,2013-10-06,6349
6350,15,1,1,2,2,3,69,2013-04-06,2013-10-04,6350
6351,39,0,4,2,2,5,129,2013-03-10,2013-10-07,6351
